course_id,course_title,subject_area,year,author,total_num_of_pages,language,summary,number_of_hits,format
TL1099,Tri tue nhan tao 10,Tri tue nhan tao,2009,Bui Van Minh,120,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,980,Paperback
TL1102,Thiet ke vi mach 9,Dien tu,2008,Pham Hoang Long,66,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,499,PDF
TL1103,Bao mat mang va an ninh 14,He thong thong tin,2013,Nguyen Van Anh,322,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,788,Ebook
TL1113,Lap trinh web nang cao 12,Cong nghe phan mem,2011,Tran Thi Bao,216,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,148,PDF
TL1114,Phat trien ung dung di dong 15,Cong nghe phan mem,2014,Tran Thi Bao,244,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,244,PDF
TL1122,Marketing ky thuat so 13,Quan tri kinh doanh,2012,Tran Thi Bao,162,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,299,PDF
TL1126,Quan ly chuoi cung ung 12,He thong thong tin,2011,Nguyen Van Anh,215,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,523,PDF
TL1133,He thong phan tan 17,An toan thong tin,2016,Pham Hoang Long,399,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,492,Paperback
TL1138,Hoc may 11,Tri tue nhan tao,2010,Le Thi Dao,255,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,994,Paperback
TL1142,Ung dung vi dieu khien 14,Dien tu,2013,Pham Hoang Long,397,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,228,Paperback
TL1156,Khoa hoc du lieu voi Python 14,Tri tue nhan tao,2013,Bui Van Minh,491,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,405,Ebook
TL1163,Phat trien ung dung di dong 16,Cong nghe phan mem,2015,Tran Thi Bao,414,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,948,PDF
TL1168,Thiet ke thuat toan 14,Tri tue nhan tao,2013,Bui Van Minh,332,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,768,PDF
TL1169,Phat trien ung dung di dong 17,Cong nghe phan mem,2016,Tran Thi Bao,171,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,756,Paperback
TL1178,Quan tri nhan luc 14,Quan tri kinh doanh,2013,Tran Thi Bao,113,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,721,Ebook
TL1184,Tri tue nhan tao 11,Tri tue nhan tao,2010,Bui Van Minh,474,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,191,PDF
TL1186,An toan thong tin 17,He thong thong tin,2016,Nguyen Van Anh,58,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,746,Ebook
TL1189,Tri tue nhan tao 12,Tri tue nhan tao,2011,Bui Van Minh,476,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,852,PDF
TL1190,Thiet ke vi mach 10,Dien tu,2009,Tran Minh Duc,328,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,771,Ebook
TL1199,Van hoa doanh nghiep 14,Quan tri kinh doanh,2013,Nguyen Thi Tuyet,122,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,747,PDF
TL1203,Quan tri du lieu 11,He thong thong tin,2010,Tran Minh Duc,72,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,343,PDF
TL1214,Phat trien ung dung di dong 18,Cong nghe phan mem,2017,Tran Thi Bao,341,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,130,PDF
TL1220,Thiet ke giao dien UI/UX 8,Cong nghe phan mem,2007,Tran Thi Bao,148,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,301,Ebook
TL1228,Ung dung IoT 14,Tri tue nhan tao,2013,Bui Van Minh,288,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,779,Ebook
TL1230,He thong phan tan 18,An toan thong tin,2017,Pham Hoang Long,454,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,795,PDF
TL1232,Ung dung IoT 15,Tri tue nhan tao,2014,Bui Van Minh,427,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,398,PDF
TL1238,Ung dung vi dieu khien 15,Dien tu,2014,Pham Hoang Long,464,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,447,Paperback
TL1243,Quan tri du lieu 12,He thong thong tin,2011,Tran Minh Duc,494,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,640,Ebook
TL1249,Quan ly chuoi cung ung 13,Kinh te,2012,Nguyen Van Anh,149,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,630,Paperback
TL1252,Thiet ke thuat toan 15,An toan thong tin,2014,Pham Hoang Long,201,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,394,Paperback
TL1255,An toan thong tin 18,He thong thong tin,2017,Nguyen Van Anh,121,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,104,Ebook
TL1257,Phat trien ung dung di dong 19,Cong nghe phan mem,2018,Tran Thi Bao,153,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,217,Paperback
TL1264,Phat trien ung dung di dong 20,Cong nghe phan mem,2019,Tran Thi Bao,440,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,384,PDF
TL1270,Thiet ke giao dien UI/UX 9,Cong nghe phan mem,2008,Tran Thi Bao,195,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,329,PDF
TL1274,Marketing ky thuat so 14,Quan tri kinh doanh,2013,Tran Thi Bao,99,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,189,Ebook
TL1278,Kinh te so 11,Kinh te,2010,Bui Van Minh,110,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,409,Ebook
TL1283,Lap trinh web nang cao 13,Cong nghe phan mem,2012,Tran Thi Bao,105,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,253,Paperback
TL1284,Quan ly chuoi cung ung 14,Kinh te,2013,Nguyen Van Anh,179,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,953,Paperback
TL1285,Thiet ke thuat toan 16,An toan thong tin,2015,Pham Hoang Long,313,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,355,Paperback
TL1286,Thiet ke giao dien UI/UX 10,Cong nghe phan mem,2009,Tran Thi Bao,159,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,511,PDF
TL1291,He thong thong tin 11,He thong thong tin,2010,Nguyen Thi Tuyet,268,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,773,PDF
TL1306,Quan ly chuoi cung ung 15,Kinh te,2014,Nguyen Van Anh,139,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,513,Ebook
TL1309,Bao mat mang va an ninh 15,He thong thong tin,2014,Nguyen Van Anh,209,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,968,PDF
TL1316,Lap trinh web nang cao 14,Cong nghe phan mem,2013,Nguyen Van Anh,288,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,257,Paperback
TL1321,Quan tri nhan luc 15,Quan tri kinh doanh,2014,Tran Thi Bao,68,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,155,Paperback
TL1323,An toan thong tin 19,He thong thong tin,2018,Nguyen Van Anh,173,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,655,Paperback
TL1327,Van hoa doanh nghiep 15,Kinh te,2014,Bui Van Minh,490,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,984,PDF
TL1329,Marketing ky thuat so 15,Quan tri kinh doanh,2014,Tran Thi Bao,307,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,809,Paperback
TL1334,Thiet ke vi mach 11,Dien tu,2010,Tran Minh Duc,80,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,193,Paperback
TL1337,Quan tri nhan luc 16,Quan tri kinh doanh,2015,Tran Thi Bao,490,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,648,PDF
TL1338,Bao mat mang va an ninh 16,He thong thong tin,2015,Nguyen Van Anh,306,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,255,Ebook
TL1339,Bao mat mang va an ninh 17,He thong thong tin,2016,Nguyen Van Anh,96,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,685,Ebook
TL1340,Kinh te so 12,Kinh te,2011,Bui Van Minh,105,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,441,PDF
TL1344,Kinh te so 13,Kinh te,2012,Bui Van Minh,59,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,893,Paperback
TL1348,Ky thuat mang 15,He thong thong tin,2014,Nguyen Van Anh,110,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,645,PDF
TL1350,Ky thuat mang 16,He thong thong tin,2015,Nguyen Van Anh,450,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,146,Paperback
TL1354,Quan tri du lieu 13,He thong thong tin,2012,Tran Minh Duc,188,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,170,PDF
TL1355,Phat trien ung dung di dong 21,Cong nghe phan mem,2020,Tran Thi Bao,132,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,538,Paperback
TL1361,An toan thong tin 20,An toan thong tin,2019,Tran Thi Bao,135,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,382,Ebook
TL1369,Lap trinh web nang cao 15,Cong nghe phan mem,2014,Nguyen Van Anh,329,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,192,Paperback
TL1380,Phat trien ung dung di dong 22,Cong nghe phan mem,2021,Tran Thi Bao,184,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,569,PDF
TL1387,Hoc may 12,Tri tue nhan tao,2011,Le Thi Dao,465,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,502,PDF
TL1394,Lap trinh web nang cao 16,Cong nghe phan mem,2015,Nguyen Van Anh,129,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,852,Ebook
TL1395,Quan tri du lieu 14,He thong thong tin,2013,Tran Minh Duc,394,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,823,Ebook
TL1397,Ung dung vi dieu khien 16,Dien tu,2015,Pham Hoang Long,286,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,895,Paperback
TL1403,Thiet ke vi mach 12,Dien tu,2011,Tran Minh Duc,89,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,595,PDF
TL1408,Quan tri kinh doanh 14,Kinh te,2013,Tran Minh Duc,340,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,529,Ebook
TL1410,Van hoa doanh nghiep 16,Quan tri kinh doanh,2015,Tran Thi Bao,478,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,195,Ebook
TL1412,Lap trinh Python 11,Cong nghe phan mem,2010,Tran Thi Bao,260,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,531,Ebook
TL1415,Khoa hoc du lieu voi Python 15,Cong nghe phan mem,2014,Hoang Van Chi,325,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,629,Ebook
TL1421,Quan tri kinh doanh 15,Kinh te,2014,Tran Minh Duc,145,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,197,Paperback
TL1436,An toan thong tin 21,An toan thong tin,2020,Tran Thi Bao,264,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,858,Paperback
TL1445,Lap trinh web nang cao 17,Cong nghe phan mem,2016,Nguyen Van Anh,338,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,133,Paperback
TL1446,Lap trinh Python 12,Cong nghe phan mem,2011,Tran Thi Bao,174,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,123,Paperback
TL1453,Kinh te so 14,Kinh te,2013,Bui Van Minh,109,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,695,Paperback
TL1454,Ung dung IoT 16,Tri tue nhan tao,2015,Bui Van Minh,306,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,608,Ebook
TL1455,Quan tri kinh doanh 16,Kinh te,2015,Tran Minh Duc,227,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,605,Ebook
TL1456,Van hoa doanh nghiep 17,Quan tri kinh doanh,2016,Tran Thi Bao,443,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,136,PDF
TL1467,Phat trien ung dung di dong 23,Cong nghe phan mem,2022,Tran Thi Bao,339,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,183,PDF
TL1475,Khoa hoc du lieu voi Python 16,Cong nghe phan mem,2015,Hoang Van Chi,250,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,913,PDF
TL1477,He thong phan tan 19,An toan thong tin,2018,Pham Hoang Long,243,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,351,PDF
TL1478,He thong phan tan 20,An toan thong tin,2019,Pham Hoang Long,258,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,841,PDF
TL1482,Thiet ke thuat toan 17,Tri tue nhan tao,2016,Bui Van Minh,357,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,782,PDF
TL1488,Quan tri nhan luc 17,Quan tri kinh doanh,2016,Tran Thi Bao,272,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,128,Paperback
TL1493,Thiet ke thuat toan 18,Tri tue nhan tao,2017,Bui Van Minh,401,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,113,Paperback
TL1498,Marketing ky thuat so 16,Quan tri kinh doanh,2015,Tran Thi Bao,199,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,214,PDF
TL1511,Quan tri kinh doanh 17,Kinh te,2016,Tran Minh Duc,260,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,592,PDF
TL1512,Tri tue nhan tao 13,Tri tue nhan tao,2012,Bui Van Minh,65,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,658,PDF
TL1517,Thiet ke vi mach 13,Dien tu,2012,Tran Minh Duc,262,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,805,Ebook
TL1522,Van hoa doanh nghiep 18,Quan tri kinh doanh,2017,Tran Thi Bao,62,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,271,PDF
TL1523,Marketing ky thuat so 17,Quan tri kinh doanh,2016,Tran Thi Bao,151,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,330,Ebook
TL1526,Thiet ke giao dien UI/UX 11,Cong nghe phan mem,2010,Nguyen Van Anh,307,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,565,Paperback
TL1531,Thiet ke giao dien UI/UX 12,Cong nghe phan mem,2011,Nguyen Van Anh,394,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,390,Ebook
TL1545,Quan ly chuoi cung ung 16,Kinh te,2015,Nguyen Van Anh,119,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,792,Paperback
TL1560,Marketing ky thuat so 18,Quan tri kinh doanh,2017,Tran Thi Bao,391,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,680,Paperback
TL1575,Phat trien ung dung di dong 24,Cong nghe phan mem,2023,Tran Thi Bao,393,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,776,Ebook
TL1589,Kinh te so 15,Kinh te,2014,Tran Minh Duc,343,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,588,Paperback
TL1591,Kinh te so 16,Kinh te,2015,Tran Minh Duc,60,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,411,Ebook
TL1595,Lap trinh web nang cao 18,Cong nghe phan mem,2017,Nguyen Van Anh,151,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,261,Paperback
TL1601,An toan thong tin 22,An toan thong tin,2021,Tran Thi Bao,89,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,338,Ebook
TL1602,Quan tri du lieu 15,He thong thong tin,2014,Tran Minh Duc,340,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,719,Paperback
TL1603,He thong phan tan 21,An toan thong tin,2020,Pham Hoang Long,130,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,237,Ebook
TL1604,Phat trien ung dung di dong 25,Cong nghe phan mem,2024,Tran Thi Bao,304,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,908,PDF
TL1608,Quan tri nhan luc 18,Quan tri kinh doanh,2017,Tran Thi Bao,191,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,949,Ebook
TL1610,Ung dung vi dieu khien 17,Dien tu,2016,Pham Hoang Long,370,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,345,Ebook
TL1618,Thiet ke giao dien UI/UX 13,Cong nghe phan mem,2012,Nguyen Van Anh,406,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,500,PDF
TL1633,Khoa hoc du lieu voi Python 17,Cong nghe phan mem,2016,Hoang Van Chi,280,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,766,Ebook
TL1635,He thong phan tan 22,An toan thong tin,2021,Pham Hoang Long,230,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,508,PDF
TL1636,Ung dung vi dieu khien 18,Dien tu,2017,Pham Hoang Long,303,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,903,Paperback
TL1648,Ung dung IoT 17,Dien tu,2016,Nguyen Thi Tuyet,463,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,226,Paperback
TL1657,Quan tri kinh doanh 18,Kinh te,2017,Tran Minh Duc,240,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,819,Paperback
TL1658,Quan tri du lieu 16,He thong thong tin,2015,Tran Minh Duc,215,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,302,Ebook
TL1659,Lap trinh Python 13,Cong nghe phan mem,2012,Tran Thi Bao,334,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,336,PDF
TL1672,Quan tri nhan luc 19,Quan tri kinh doanh,2018,Tran Thi Bao,437,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,987,PDF
TL1677,Khoa hoc du lieu voi Python 18,Cong nghe phan mem,2017,Hoang Van Chi,459,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,516,Ebook
TL1678,Ky thuat mang 17,He thong thong tin,2016,Tran Minh Duc,324,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,527,Paperback
TL1679,Lap trinh web nang cao 19,Cong nghe phan mem,2018,Nguyen Van Anh,119,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,659,Paperback
TL1680,Quan tri nhan luc 20,Quan tri kinh doanh,2019,Tran Thi Bao,500,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,935,Ebook
TL1682,Tri tue nhan tao 14,Tri tue nhan tao,2013,Pham Hoang Long,312,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,195,Paperback
TL1686,Lap trinh Python 14,Cong nghe phan mem,2013,Tran Thi Bao,461,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,690,PDF
TL1687,Thiet ke vi mach 14,Dien tu,2013,Tran Minh Duc,488,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,601,Paperback
TL1688,Ung dung vi dieu khien 19,Dien tu,2018,Pham Hoang Long,110,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,747,Ebook
TL1696,Quan tri kinh doanh 19,Kinh te,2018,Tran Minh Duc,56,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,137,PDF
TL1699,Ung dung vi dieu khien 20,Dien tu,2019,Pham Hoang Long,360,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,731,Ebook
TL1711,Ung dung IoT 18,Dien tu,2017,Nguyen Thi Tuyet,231,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,827,Paperback
TL1713,Kinh te so 17,Kinh te,2016,Tran Minh Duc,235,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,506,Ebook
TL1724,Quan ly chuoi cung ung 17,Quan tri kinh doanh,2016,Tran Thi Bao,58,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,296,Paperback
TL1727,An toan thong tin 23,An toan thong tin,2022,Tran Thi Bao,455,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,397,Ebook
TL1733,Hoc may 13,Tri tue nhan tao,2012,Le Thi Dao,94,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,568,Paperback
TL1742,Quan tri nhan luc 21,Quan tri kinh doanh,2020,Tran Thi Bao,101,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,820,Paperback
TL1759,Thiet ke thuat toan 19,An toan thong tin,2018,Hoang Van Chi,452,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,150,Ebook
TL1765,Van hoa doanh nghiep 19,Kinh te,2018,Bui Van Minh,124,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,995,Ebook
TL1766,Van hoa doanh nghiep 20,Kinh te,2019,Bui Van Minh,467,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,322,Ebook
TL1769,Lap trinh web nang cao 20,Cong nghe phan mem,2019,Nguyen Van Anh,91,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,733,Paperback
TL1771,Ung dung IoT 19,Dien tu,2018,Nguyen Thi Tuyet,494,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,994,Ebook
TL1774,Ung dung IoT 20,Dien tu,2019,Nguyen Thi Tuyet,228,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,311,PDF
TL1779,Hoc may 14,Tri tue nhan tao,2013,Le Thi Dao,483,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,386,Paperback
TL1783,Quan tri du lieu 17,He thong thong tin,2016,Tran Minh Duc,440,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,970,Paperback
TL1789,Van hoa doanh nghiep 21,Kinh te,2020,Bui Van Minh,67,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,947,Ebook
TL1793,Bao mat mang va an ninh 18,He thong thong tin,2017,Nguyen Van Anh,325,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,189,Ebook
TL1796,Hoc may 15,Tri tue nhan tao,2014,Le Thi Dao,99,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,513,Ebook
TL1810,Thiet ke giao dien UI/UX 14,Cong nghe phan mem,2013,Hoang Van Chi,250,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,658,Ebook
TL1811,Quan tri kinh doanh 20,Kinh te,2019,Tran Minh Duc,409,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,717,Paperback
TL1820,Khoa hoc du lieu voi Python 19,Cong nghe phan mem,2018,Hoang Van Chi,313,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,248,Paperback
TL1822,Quan ly chuoi cung ung 18,Quan tri kinh doanh,2017,Hoang Van Chi,353,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,830,Paperback
TL1823,Marketing ky thuat so 19,Quan tri kinh doanh,2018,Tran Thi Bao,139,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,800,Ebook
TL1828,Thiet ke thuat toan 20,An toan thong tin,2019,Pham Hoang Long,150,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,298,Paperback
TL1829,He thong thong tin 12,He thong thong tin,2011,Nguyen Thi Tuyet,303,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,345,PDF
TL1831,Quan tri du lieu 18,He thong thong tin,2017,Tran Minh Duc,287,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,303,Paperback
TL1845,Ung dung vi dieu khien 21,Dien tu,2020,Pham Hoang Long,173,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,284,PDF
TL1850,Van hoa doanh nghiep 22,Kinh te,2021,Bui Van Minh,447,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,948,Paperback
TL1853,An toan thong tin 24,An toan thong tin,2023,Tran Thi Bao,158,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,392,Paperback
TL1855,An toan thong tin 25,An toan thong tin,2024,Tran Thi Bao,256,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,523,Ebook
TL1857,Tri tue nhan tao 15,Tri tue nhan tao,2014,Bui Van Minh,136,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,675,Paperback
